id_assessment,id_student,date_submitted,is_banked,score
18,175,62,0,57.6
19,175,92,0,55.7
20,175,241,0,61.8
13,176,35,0,72.2
14,176,66,0,57.3
15,176,94,0,57.4
16,176,244,0,53.4
21,177,30,0,55.4
22,177,67,0,55.0
23,177,90,0,62.6
24,177,241,0,46.8
5,178,32,0,19.4
6,178,65,0,69.1
7,178,89,0,55.9
8,178,240,0,45.1
25,179,28,0,65.1
26,179,59,0,86.9
27,179,87,0,59.3
28,179,240,0,61.8
13,180,32,0,53.4
14,180,65,0,38.5
15,180,90,0,41.6
16,180,247,0,45.7
25,181,36,0,49.4
26,181,64,0,65.1
27,181,97,0,63.9
28,181,240,0,75.1
5,182,32,0,39.0
6,182,63,0,35.6
7,182,92,0,52.1
8,182,239,0,49.8
13,183,27,0,79.4
14,183,59,0,94.1
15,183,88,0,94.3
16,183,239,0,80.3
17,184,32,0,58.9
18,184,61,0,53.7
19,184,94,0,84.7
20,184,245,0,50.2
13,185,28,0,62.3
14,185,57,0,70.7
15,185,90,0,85.5
16,185,237,0,85.4
13,186,29,0,81.0
14,186,60,0,82.8
15,186,87,0,77.1
16,186,237,0,85.8
5,187,29,0,59.9
6,187,62,0,64.1
7,187,89,0,60.3
8,187,246,0,50.3
9,188,36,0,46.0
5,189,29,0,75.2
6,189,60,0,57.3
7,189,90,0,89.7
8,189,238,0,91.3
9,190,35,0,50.7
10,190,66,0,58.5
11,190,89,0,70.7
12,190,247,0,36.1
17,191,31,0,89.6
18,191,61,0,78.9
19,191,88,0,64.2
20,191,237,0,60.1
17,192,31,0,75.8
18,192,57,0,74.3
19,192,87,0,100.0
20,192,240,0,100.0
17,193,27,0,74.8
18,193,61,0,59.6
19,193,87,0,89.0
20,193,239,0,93.4
9,194,29,0,75.5
10,194,61,0,82.1
11,194,90,0,90.3
12,194,237,0,90.0
25,195,35,0,62.9
26,195,66,0,87.7
27,195,91,0,74.4
28,195,246,0,39.0
1,196,36,0,70.5
2,196,65,0,33.6
3,196,94,0,42.1
4,196,244,0,80.3
9,197,36,0,37.5
1,198,32,0,56.5
2,198,66,0,65.2
3,198,95,0,50.6
4,198,246,0,55.9
9,199,36,0,84.7
10,199,61,0,62.3
11,199,93,0,53.8
12,199,242,0,75.5
25,200,31,0,76.6
26,200,60,0,76.6
27,200,90,0,69.5
28,200,237,0,74.6
9,201,33,0,26.7
10,201,59,0,52.4
11,201,91,0,61.1
12,201,247,0,41.1
25,202,27,0,70.1
13,203,37,0,60.1
14,203,59,0,45.3
15,203,94,0,66.3
16,203,243,0,70.3
17,204,31,0,40.8
18,204,65,0,29.7
19,204,91,0,72.3
20,204,247,0,54.3
13,205,32,0,30.1
14,205,60,0,46.8
15,205,91,0,49.0
16,205,240,0,49.1
5,206,31,0,67.2
6,206,59,0,73.4
7,206,95,0,72.1
8,206,239,0,53.3
21,207,33,0,40.6
22,207,66,0,49.6
23,207,89,0,47.3
24,207,245,0,60.0
25,208,37,0,57.1
26,208,67,0,49.9
27,208,89,0,45.1
28,208,244,0,65.8
5,209,27,0,74.9
6,209,61,0,68.4
7,209,90,0,67.4
8,209,239,0,73.0
21,210,31,0,50.5
22,210,67,0,39.6
23,210,94,0,24.0
5,211,35,0,30.6
7,211,97,0,23.7
21,212,32,0,47.4
22,212,59,0,61.4
23,212,89,0,60.5
24,212,240,0,56.8
21,213,27,0,51.0
22,213,59,0,84.9
23,213,87,0,96.7
24,213,241,0,81.4
13,214,27,0,58.6
14,214,58,0,49.3
15,214,88,0,62.0
16,214,239,0,63.3
21,215,30,0,81.2
22,215,57,0,83.8
23,215,87,0,78.9
24,215,237,0,99.2
5,216,30,0,100.0
6,216,58,0,91.4
7,216,88,0,93.0
8,216,238,0,95.3
1,217,31,0,63.1
2,217,58,0,70.3
3,217,88,0,71.5
4,217,239,0,84.7
1,218,30,0,77.7
2,218,61,0,92.8
3,218,91,0,69.8
4,218,237,0,82.9
13,219,31,0,76.1
14,219,57,0,70.6
15,219,89,0,88.3
16,219,238,0,52.3
25,220,37,0,51.8
1,221,27,0,64.1
2,221,59,0,59.8
3,221,87,0,61.4
4,221,240,0,80.4
13,222,28,0,100.0
14,222,57,0,58.9
15,222,89,0,74.9
16,222,239,0,71.3
17,223,33,0,56.3
18,223,61,0,75.6
19,223,93,0,75.4
20,223,246,0,79.0
5,224,35,0,55.3
21,225,30,0,56.8
22,225,67,0,54.7
23,225,97,0,74.3
24,225,240,0,75.0
9,226,27,0,81.1
10,226,57,0,77.2
11,226,90,0,71.7
12,226,241,0,76.7
21,227,28,0,97.3
22,227,58,0,100.0
23,227,90,0,65.5
24,227,240,0,100.0
17,228,29,0,79.9
18,228,61,0,72.6
19,228,88,0,94.4
20,228,241,0,76.6
13,229,33,0,35.4
14,229,62,0,44.7
15,229,89,0,44.7
16,229,240,0,30.9
5,230,29,0,54.3
6,230,64,0,74.5
7,230,93,0,62.2
8,230,244,0,56.0
13,231,37,0,63.6
21,232,36,0,30.5
1,233,32,0,40.3
2,233,63,0,30.8
4,233,241,0,43.4
21,234,30,0,27.5
22,234,66,0,51.3
13,235,36,0,45.8
14,235,66,0,23.0
21,236,33,0,45.0
22,236,62,0,57.2
23,236,89,0,60.1
24,236,246,0,67.7
17,237,31,0,67.0
18,237,61,0,56.3
19,237,93,0,54.2
20,237,241,0,50.4
13,238,33,0,30.1
9,239,31,0,64.1
10,239,57,0,60.3
11,239,90,0,67.8
12,239,239,0,47.8
17,240,29,0,51.1
18,240,60,0,74.8
19,240,88,0,47.1
20,240,240,0,75.9
1,241,36,0,22.9
2,241,61,0,31.0
17,242,29,0,54.8
18,242,67,0,44.4
19,242,93,0,26.5
20,242,241,0,41.8
1,243,36,0,59.2
2,243,60,0,36.6
17,244,34,0,41.8
18,244,61,0,60.2
17,245,36,0,51.3
18,245,60,0,44.8
19,245,97,0,37.2
20,245,240,0,49.3
1,246,27,0,67.5
2,246,59,0,69.2
3,246,90,0,69.0
4,246,241,0,64.7
21,247,32,0,40.0
9,248,35,0,29.2
10,248,67,0,37.0
11,248,96,0,69.4
12,248,241,0,55.5
21,249,27,0,85.8
22,249,58,0,67.9
23,249,87,0,77.6
24,249,239,0,81.8
1,250,33,0,37.5
3,250,91,0,54.4
5,251,29,0,47.0
6,251,62,0,66.0
7,251,91,0,47.5
8,251,244,0,62.9
13,252,35,0,46.5
14,252,65,0,68.3
15,252,92,0,42.5
16,252,244,0,49.3
5,253,32,0,51.5
6,253,66,0,35.4
7,253,94,0,46.7
8,253,239,0,68.4
9,254,29,0,57.9
10,254,60,0,56.7
17,255,35,0,71.5
18,255,63,0,73.4
19,255,91,0,55.0
20,255,244,0,53.9
5,256,32,0,44.9
6,256,60,0,52.7
7,256,94,0,61.5
8,256,245,0,49.4
17,257,33,0,64.1
1,258,28,0,77.7
2,258,59,0,60.0
3,258,89,0,52.9
4,258,238,0,78.8
5,259,31,0,65.8
6,259,61,0,51.1
7,259,89,0,57.0
8,259,247,0,75.6
17,260,31,0,63.2
21,261,32,0,51.4
24,261,239,0,70.7
5,262,29,0,93.1
6,262,61,0,73.6
7,262,89,0,82.5
8,262,239,0,74.9
9,263,29,0,59.6
11,263,93,0,31.9
25,264,31,0,62.8
26,264,65,0,78.7
25,265,30,0,62.3
26,265,61,0,72.0
27,265,90,0,92.1
28,265,240,0,62.5
17,266,33,0,91.4
18,266,65,0,71.2
19,266,95,0,71.3
20,266,247,0,61.1
13,267,30,0,50.2
14,267,57,0,78.0
15,267,91,0,81.7
16,267,238,0,64.6
9,268,30,0,54.8
10,268,60,0,67.8
11,268,90,0,83.2
12,268,240,0,71.6
17,269,30,0,67.5
18,269,60,0,88.5
19,269,89,0,66.6
20,269,239,0,70.0
17,270,35,0,54.0
18,270,59,0,46.3
9,271,31,0,52.8
10,271,59,0,71.9
11,271,87,0,80.3
12,271,237,0,60.5
1,272,28,0,88.0
2,272,60,0,73.2
3,272,91,0,78.9
4,272,240,0,67.1
5,273,34,0,57.2
6,273,59,0,52.6
7,273,90,0,69.7
8,273,243,0,69.6
25,274,34,0,63.1
26,274,63,0,87.1
27,274,92,0,68.6
28,274,243,0,62.8
9,275,27,0,77.1
10,275,59,0,73.9
11,275,87,0,55.0
12,275,241,0,94.4
13,276,37,0,69.8
14,276,60,0,74.3
15,276,96,0,65.7
16,276,239,0,59.3
13,277,32,0,60.5
14,277,63,0,67.5
15,277,89,0,45.4
16,277,247,0,57.3
21,278,30,0,80.8
22,278,60,0,53.2
23,278,87,0,58.9
24,278,240,0,54.5
1,279,31,0,93.1
2,279,58,0,64.8
3,279,88,0,70.4
4,279,241,0,89.1
1,280,35,0,61.2
5,281,34,0,53.8
6,281,64,0,58.1
8,281,241,0,75.6
13,282,28,0,70.0
14,282,58,0,49.4
15,282,87,0,50.2
16,282,239,0,86.0
17,283,31,0,65.3
18,283,60,0,87.0
19,283,91,0,62.5
20,283,241,0,88.5
13,284,29,0,78.9
14,284,58,0,81.7
15,284,91,0,65.0
16,284,240,0,45.1
13,285,34,0,60.3
16,285,241,0,19.8
25,286,27,0,89.9
26,286,58,0,81.6
27,286,87,0,63.3
28,286,239,0,68.3
5,287,37,0,65.0
6,287,63,0,76.6
8,287,245,0,63.7
17,288,27,0,76.2
18,288,60,0,70.1
19,288,87,0,71.5
20,288,239,0,62.6
13,289,32,0,46.7
14,289,67,0,44.3
15,289,93,0,29.1
16,289,241,0,61.2
13,290,27,0,53.8
14,290,59,0,78.2
15,290,91,0,67.8
16,290,238,0,94.7
21,291,31,0,67.8
22,291,60,0,48.6
23,291,94,0,46.4
24,291,242,0,55.3
5,292,30,0,51.7
6,292,62,0,29.5
7,292,97,0,35.6
8,292,240,0,59.8
25,293,31,0,53.9
26,293,60,0,28.9
27,293,90,0,39.2
9,294,33,0,31.5
13,295,37,0,61.8
14,295,67,0,56.8
15,295,89,0,61.4
16,295,242,0,67.2
13,296,29,0,63.2
14,296,57,0,59.0
15,296,89,0,59.8
16,296,240,0,62.3
21,297,29,0,58.7
22,297,64,0,36.2
23,297,93,0,38.8
24,297,239,0,30.3
13,298,37,0,65.2
5,299,27,0,69.5
6,299,61,0,78.6
7,299,91,0,77.1
8,299,241,0,82.9
1,300,31,0,54.5
2,300,65,0,30.9
3,300,95,0,77.1
4,300,247,0,73.0
9,301,28,0,77.8
10,301,59,0,64.9
11,301,91,0,49.3
12,301,240,0,86.0
21,302,32,0,46.7
1,303,28,0,83.6
2,303,58,0,89.7
3,303,89,0,96.6
4,303,238,0,81.8
25,304,34,0,49.5
26,304,65,0,48.4
27,304,96,0,44.4
28,304,243,0,58.5
13,305,27,0,63.3
1,306,37,0,49.8
2,306,59,0,40.5
3,306,95,0,52.0
4,306,243,0,64.9
9,307,29,0,62.3
10,307,59,0,73.0
11,307,91,0,89.0
12,307,239,0,67.7
13,308,32,0,33.7
9,309,29,0,100.0
10,309,60,0,66.9
11,309,88,0,87.7
12,309,241,0,75.8
1,310,36,0,34.8
2,310,63,0,63.3
3,310,96,0,52.7
4,310,244,0,73.3
17,311,31,0,54.0
18,311,63,0,36.9
19,311,91,0,43.7
20,311,244,0,37.4
17,312,27,0,78.5
18,312,58,0,71.0
1,313,27,0,87.9
2,313,61,0,65.7
3,313,89,0,86.9
4,313,241,0,94.9
5,314,34,0,56.1
6,314,64,0,34.7
7,314,91,0,55.9
8,314,247,0,36.0
5,315,35,0,44.0
6,315,61,0,52.0
7,315,95,0,57.8
8,315,240,0,65.2
17,316,29,0,72.5
18,316,57,0,76.7
19,316,89,0,67.7
20,316,240,0,85.7
21,317,32,0,46.7
22,317,67,0,35.3
21,318,32,0,70.4
25,319,31,0,94.7
26,319,62,0,40.6
27,319,89,0,50.4
21,320,37,0,25.2
22,320,60,0,44.9
23,320,95,0,47.2
9,321,30,0,100.0
10,321,61,0,87.8
11,321,91,0,90.5
12,321,239,0,82.2
1,322,28,0,65.7
2,322,57,0,81.3
3,322,88,0,69.6
4,322,237,0,71.3
17,323,31,0,76.6
20,323,238,0,63.0
25,324,31,0,75.4
26,324,61,0,65.4
27,324,87,0,79.1
28,324,238,0,52.8
25,325,31,0,100.0
26,325,57,0,84.7
27,325,89,0,53.5
28,325,238,0,89.5
5,326,32,0,49.4
6,326,61,0,72.9
7,326,89,0,56.9
8,326,243,0,58.7
5,327,28,0,61.8
6,327,60,0,71.3
7,327,90,0,60.0
8,327,239,0,72.1
1,328,29,0,54.5
2,328,65,0,50.1
3,328,94,0,67.7
4,328,243,0,85.8
1,329,32,0,74.2
2,329,65,0,81.9
3,329,89,0,50.5
4,329,243,0,59.3
13,330,27,0,62.9
14,330,60,0,62.4
15,330,91,0,45.1
16,330,241,0,82.3
13,331,29,0,70.5
14,331,61,0,52.9
15,331,92,0,46.5
16,331,245,0,47.2
9,332,29,0,46.6
10,332,60,0,62.6
11,332,91,0,58.2
12,332,241,0,52.4
9,333,30,0,77.3
10,333,67,0,57.6
11,333,94,0,61.4
21,334,37,0,77.3
22,334,64,0,54.3
23,334,97,0,67.5
24,334,245,0,72.5
13,335,29,0,33.5
14,335,60,0,36.6
15,335,95,0,56.4
16,335,242,0,40.2
21,336,32,0,91.3
22,336,64,0,73.3
23,336,96,0,49.0
24,336,240,0,49.5
25,337,32,0,35.5
9,338,35,0,61.9
10,338,65,0,59.6
11,338,91,0,65.8
12,338,245,0,57.4
5,339,30,0,52.0
6,339,57,0,86.1
7,339,91,0,98.0
8,339,241,0,96.0
25,340,29,0,58.2
26,340,60,0,66.1
27,340,92,0,76.5
28,340,242,0,59.4
17,341,30,0,22.8
18,341,62,0,26.7
20,341,239,0,45.8
9,342,28,0,78.5
10,342,59,0,97.7
11,342,89,0,79.2
12,342,240,0,74.3
17,343,29,0,38.1
18,343,67,0,59.0
19,343,89,0,24.7
20,343,241,0,34.8
13,344,29,0,83.8
14,344,60,0,87.3
15,344,87,0,79.4
16,344,239,0,68.7
25,345,28,0,66.3
26,345,59,0,58.0
27,345,88,0,91.3
28,345,241,0,81.3
5,346,30,0,71.4
6,346,62,0,51.8
7,346,94,0,53.6
8,346,239,0,41.1
25,347,29,0,100.0
26,347,60,0,73.9
